comment,cleaned_comment,sentiment
"For a ""great"" Lewis sure does have a lot of villains/excuses.",for a great lewis sure does have a lot of villainsexcuses,Positive
"And the hero. Who could it be other than the great, the amazing, the powerful, everybody back at the factory!",and the hero who could it be other than the great the amazing the powerful everybody back at the factory,Positive
 @abhilashgunta777 hahah you really called a 4time worlchamp a safety car champion, abhilashgunta777 hahah you really called a 4time worlchamp a safety car champion,Positive
Not sure it's that kind of movie.   I think it will be more about them against the intensity and challenges of the sport.,not sure its that kind of movie   i think it will be more about them against the intensity and challenges of the sport,Positive
Whites as villains?,whites as villains,Neutral
He’s an advisor for the film but go ahead with your delusional narrative.,hes an advisor for the film but go ahead with your delusional narrative,Neutral
😅😅,,Neutral
"nico rosberg? fernando alonso? these tyres man??

who knows","nico rosberg fernando alonso these tyres man

who knows",Neutral
"""Mikey no!""😂",mikey no,Neutral
Nicholas Latifi,nicholas latifi,Neutral
Red Bull will be the supervillains,red bull will be the supervillains,Neutral
​ @abhilashgunta777  still bleeding 😅, abhilashgunta777  still bleeding ,Neutral
"max, its max",max its max,Neutral
Maxipad,maxipad,Neutral
​ @Dentlefleur there literally is a red bull car in the trailer in one of the shot's background., dentlefleur there literally is a red bull car in the trailer in one of the shots background,Neutral
 @ANAND123smiler  Your mom?, anand123smiler  your mom,Neutral
🎵 🎵 🎵 Du du du du 🎵🎵🎵,   du du du du ,Neutral
Verstappen Boii 😢😂,verstappen boii ,Neutral
Rosberg?,rosberg,Neutral
its gonna be Damson Idris’ character thats what i got from the trailer is that they will be rivals majority of the movie then gain respect for eachother,its gonna be damson idris character thats what i got from the trailer is that they will be rivals majority of the movie then gain respect for eachother,Neutral
Alonso,alonso,Neutral
"Villain is Latifi , iykyk😢",villain is latifi  iykyk,Neutral
That overacting migga 😂😂🤦‍♂️🤦‍♂️🤦‍♂️,that overacting migga ,Neutral
"TUTUTUUTUUUUU,,,,MAAAXXX VERRRSTAPPPEN",tututuutuuuuumaaaxxx verrrstapppen,Neutral
 @morbintime-l4i 100% the tires, morbintimel4i 100 the tires,Neutral
After australia 2025 - Ferrari?,after australia 2025  ferrari,Neutral
IT WAS MAX AND THE FIA,it was max and the fia,Neutral
​ @AlexBarbu  😭😭, alexbarbu  ,Neutral
I thought the post credit scene would have been dominic torretto coming in,i thought the post credit scene would have been dominic torretto coming in,Neutral
What are we? Some sort of F1 squad?,what are we some sort of f1 squad,Neutral
Absolute cinema,absolute cinema,Positive
They’re changing the script as we speak😭,theyre changing the script as we speak,Neutral
"""Is that Joshua? The man who beat retired F1 driver Sonny Hayes in equal machinery?""",is that joshua the man who beat retired f1 driver sonny hayes in equal machinery,Neutral
"""See you at the Grid!"" 

TRON soundtrack kicks in","see you at the grid 

tron soundtrack kicks in",Neutral
"“Erm.. he’s driving right behind me, isn’t he?”",erm hes driving right behind me isnt he,Negative
Or they’ll say “Maybe the real F1 was the friends we made along the way”,or theyll say maybe the real f1 was the friends we made along the way,Positive
Peak 2000s era experience 😂😂,peak 2000s era experience ,Neutral
Moviescirclejerk moment,moviescirclejerk moment,Neutral
"Lewis, to your left. Verstappen to the right. Tsunoda... Just be Tsunoda. F1 team!",lewis to your left verstappen to the right tsunoda just be tsunoda f1 team,Positive
This might be the closest to what you might see when you drive over 240 km/h / 150 MPH...,this might be the closest to what you might see when you drive over 240 kmh  150 mph,Neutral
 @byonemesis  They have this real POV for the actual f1 races, byonemesis  they have this real pov for the actual f1 races,Positive
You wanna see an onboard POV? Watch a real race,you wanna see an onboard pov watch a real race,Positive
" @mrfashionguy1 I searched on utube, I couldn’t find any clips this intense… where?", mrfashionguy1 i searched on utube i couldnt find any clips this intense where,Positive
​ @YeMeBEAST Brad was driving himself for practical stunts, yemebeast brad was driving himself for practical stunts,Neutral
Is a F2!? XD,is a f2 xd,Neutral
for information this scene he fight with lewis hamilton,for information this scene he fight with lewis hamilton,Neutral
​ @sprewelllim  No. They used modified F2 cars with assistance from Mercedes with their technology division and partnership with F2 Junior Team Carlin., sprewelllim  no they used modified f2 cars with assistance from mercedes with their technology division and partnership with f2 junior team carlin,Neutral
I think Brad explained that that's the premise of the film.,i think brad explained that thats the premise of the film,Neutral
"Wow so original, I would have never guessed. Why has no American racing movie every thought of that? The main guy who's the most talented in the world just quits because of a shunt.",wow so original i would have never guessed why has no american racing movie every thought of that the main guy whos the most talented in the world just quits because of a shunt,Positive
Must be inspired by Martin Donnelly’s crash at Jerez.,must be inspired by martin donnellys crash at jerez,Neutral
 @ihathtelekinesis or by Doc Hudson in Cars. In a way, ihathtelekinesis or by doc hudson in cars in a way,Neutral
"Exactly, I thought the exact same thing!! Casper Akkerman vs Aiden Jackson 😂",exactly i thought the exact same thing casper akkerman vs aiden jackson ,Positive
For real,for real,Positive
"lol, Breaking Point all over again. :D",lol breaking point all over again d,Positive
Imagine if we got the events of breaking point 1 and 2 in another F1 movie. That will be MASSIVE,imagine if we got the events of breaking point 1 and 2 in another f1 movie that will be massive,Neutral
"Compared to modern streaming service producers, Codemasters storytelling is on Shakespeares level.",compared to modern streaming service producers codemasters storytelling is on shakespeares level,Positive
10/10 reference,1010 reference,Neutral
 @imthatawsome95 You’re talking to a bot., imthatawsome95 youre talking to a bot,Neutral
 @imthatawsome95  that’s a bot who stole someone else’s cmt, imthatawsome95  thats a bot who stole someone elses cmt,Neutral
When he says that?,when he says that,Neutral
TOP GUN,top gun,Positive
Goatifi would approve,goatifi would approve,Neutral
???,,Neutral
"Bingo. Movie is just a ""driven"" remake. All down to the obligatory wreck. Same. Movie.",bingo movie is just a driven remake all down to the obligatory wreck same movie,Negative
